"location.id","location.region","date","jsa.fem"
"1-118893007","West Midlands",NA,60
"1-118893007","West Midlands",NA,60
"1-130152296","West Midlands","2010-10-01",40
"1-130152296","West Midlands","2010-12-09",40
"1-130152296","West Midlands",NA,40
"1-130152296","West Midlands",NA,40
"1-120702023","West Midlands","2010-10-01",35
"1-120702023","West Midlands","2011-01-26",35
"1-120702023","West Midlands",NA,35
"1-120702023","West Midlands",NA,35
"1-113014896","West Midlands","2010-10-01",30
"1-113014896","West Midlands","2010-12-08",30
"1-113014896","West Midlands",NA,30
"1-113014896","West Midlands",NA,30
"1-114021946","West Midlands","2010-10-01",15
"1-114021946","West Midlands","2011-01-18",15
"1-114021946","West Midlands",NA,15
"1-114021946","West Midlands",NA,15
"1-124939858","West Midlands","2010-10-01",5
"1-124939858","West Midlands","2011-01-10",5
"1-124939858","West Midlands",NA,5
"1-124939858","West Midlands",NA,5
"1-1174423633","West Midlands","2014-01-15",10
"1-1174423633","West Midlands","2014-01-15",10
"1-1174423633","West Midlands","2015-11-25",10
"1-1174423633","West Midlands","2015-11-25",10
"1-126721028","West Midlands","2010-10-01",20
"1-126721028","West Midlands","2010-11-04",20
"1-126721028","West Midlands","2011-12-02",20
"1-126721028","West Midlands",NA,20
"1-2252389121","West Midlands","2015-10-30",5
"1-2252389121","West Midlands","2015-10-30",5
"1-2252389121","West Midlands",NA,5
"1-2252389121","West Midlands",NA,5
"1-284587055","West Midlands","2011-11-30",20
"1-284587055","West Midlands","2011-11-30",20
"1-284587055","West Midlands","2014-02-05",20
"1-284587055","West Midlands","2014-06-13",20
"1-124685652","West Midlands","2010-10-01",30
"1-124685652","West Midlands","2010-12-21",30
"1-124685652","West Midlands","2011-11-18",30
"1-124685652","West Midlands","2011-11-18",30
"1-320530134","West Midlands","2011-10-31",25
"1-320530134","West Midlands","2011-10-31",25
"1-320530134","West Midlands",NA,25
"1-320530134","West Midlands",NA,25
"1-116012172","West Midlands","2010-10-01",25
"1-116012172","West Midlands","2011-01-25",25
"1-116012172","West Midlands",NA,25
"1-116012172","West Midlands",NA,25
"1-119129582","West Midlands","2010-10-01",40
"1-119129582","West Midlands","2011-03-23",40
"1-119129582","West Midlands",NA,40
"1-119129582","West Midlands",NA,40
"1-127674095","West Midlands","2010-10-01",40
"1-127674095","West Midlands","2010-12-06",40
"1-127674095","West Midlands",NA,40
"1-127674095","West Midlands",NA,40
"1-130120233","West Midlands","2010-10-01",10
"1-130120233","West Midlands","2010-11-25",10
"1-130120233","West Midlands",NA,10
"1-130120233","West Midlands",NA,10
"1-376104650","West Midlands","2010-10-01",15
"1-376104650","West Midlands","2012-02-21",15
"1-376104650","West Midlands",NA,15
"1-376104650","West Midlands",NA,15
"1-123533948","West Midlands","2010-10-01",15
"1-123533948","West Midlands","2010-12-07",15
"1-123533948","West Midlands",NA,15
"1-123533948","West Midlands",NA,15
"1-144581960","West Midlands","2011-01-13",20
"1-144581960","West Midlands","2011-01-13",20
"1-144581960","West Midlands",NA,20
"1-144581960","West Midlands",NA,20
"1-147134659","West Midlands","2011-01-31",10
"1-147134659","West Midlands","2011-01-31",10
"1-147134659","West Midlands",NA,10
"1-147134659","West Midlands",NA,10
"1-130120870","West Midlands","2010-10-01",30
"1-130120870","West Midlands","2010-11-25",30
"1-130120870","West Midlands",NA,30
"1-130120870","West Midlands",NA,30
"1-115234964","West Midlands","2010-10-01",45
"1-115234964","West Midlands","2010-12-15",45
"1-115234964","West Midlands",NA,45
"1-115234964","West Midlands",NA,45
"1-116677318","West Midlands","2010-10-01",30
"1-116677318","West Midlands","2010-12-24",30
"1-116677318","West Midlands","2015-06-08",30
"1-116677318","West Midlands","2015-06-08",30
"1-2061660719","West Midlands","2015-06-02",10
"1-2061660719","West Midlands","2015-06-02",10
"1-2061660719","West Midlands",NA,10
"1-2061660719","West Midlands",NA,10
"1-120634754","West Midlands","2010-10-01",40
"1-120634754","West Midlands","2011-01-10",40
"1-120634754","West Midlands",NA,40
"1-120634754","West Midlands",NA,40
"1-113493371","West Midlands","2010-10-01",20
"1-113493371","West Midlands","2011-01-04",20
"1-113493371","West Midlands",NA,20
"1-113493371","West Midlands",NA,20
"1-128917785","West Midlands","2010-10-01",20
"1-128917785","West Midlands","2011-02-14",20
"1-128917785","West Midlands",NA,20
"1-128917785","West Midlands",NA,20
"1-135441632","West Midlands","2010-10-01",25
"1-135441632","West Midlands","2010-12-31",25
"1-135441632","West Midlands",NA,25
"1-135441632","West Midlands",NA,25
"1-117309799","West Midlands","2010-10-01",20
"1-117309799","West Midlands","2011-01-07",20
"1-117309799","West Midlands",NA,20
"1-117309799","West Midlands",NA,20
"1-1643798682","West Midlands","2010-10-01",15
"1-1643798682","West Midlands","2014-09-09",15
"1-1643798682","West Midlands","2016-08-10",15
"1-1643798682","West Midlands",NA,15
"1-147763036","West Midlands","2011-01-24",40
"1-147763036","West Midlands","2011-01-24",40
"1-147763036","West Midlands",NA,40
"1-147763036","West Midlands",NA,40
"1-119186094","West Midlands","2010-10-01",40
"1-119186094","West Midlands","2011-03-02",40
"1-119186094","West Midlands","2015-09-01",40
"1-119186094","West Midlands",NA,40
"1-123533751","West Midlands","2010-10-01",30
"1-123533751","West Midlands","2010-12-07",30
"1-123533751","West Midlands",NA,30
"1-123533751","West Midlands",NA,30
"1-117316813","West Midlands","2010-10-01",20
"1-117316813","West Midlands","2011-01-07",20
"1-117316813","West Midlands","2016-09-06",20
"1-117316813","West Midlands",NA,20
"1-120446158","West Midlands","2010-10-01",20
"1-120446158","West Midlands","2010-11-29",20
"1-120446158","West Midlands",NA,20
"1-120446158","West Midlands",NA,20
"1-123533785","West Midlands","2010-10-01",30
"1-123533785","West Midlands","2010-12-07",30
"1-123533785","West Midlands","2012-09-27",30
"1-123533785","West Midlands",NA,30
"1-465217737","West Midlands","2010-10-01",25
"1-465217737","West Midlands","2012-09-26",25
"1-465217737","West Midlands",NA,25
"1-465217737","West Midlands",NA,25
"1-116681911","West Midlands","2010-10-01",25
"1-116681911","West Midlands","2011-01-13",25
"1-116681911","West Midlands","2014-04-03",25
"1-116681911","West Midlands","2014-04-03",25
"1-115277863","West Midlands","2010-10-01",15
"1-115277863","West Midlands","2011-01-17",15
"1-115277863","West Midlands",NA,15
"1-115277863","West Midlands",NA,15
"1-128543581","West Midlands","2010-10-01",15
"1-128543581","West Midlands","2011-01-24",15
"1-128543581","West Midlands",NA,15
"1-128543581","West Midlands",NA,15
"1-127503531","West Midlands","2010-10-01",10
"1-127503531","West Midlands","2010-11-16",10
"1-127503531","West Midlands",NA,10
"1-127503531","West Midlands",NA,10
"1-124396149","West Midlands","2010-10-01",60
"1-124396149","West Midlands","2011-01-10",60
"1-124396149","West Midlands",NA,60
"1-124396149","West Midlands",NA,60
"1-321921671","West Midlands","2010-10-01",60
"1-321921671","West Midlands","2011-10-14",60
"1-321921671","West Midlands","2015-11-16",60
"1-321921671","West Midlands",NA,60
"1-119791872","West Midlands","2010-10-01",20
"1-119791872","West Midlands","2011-03-15",20
"1-119791872","West Midlands","2012-11-27",20
"1-119791872","West Midlands",NA,20
"1-115173007","West Midlands","2010-10-01",15
"1-115173007","West Midlands","2011-01-07",15
"1-115173007","West Midlands",NA,15
"1-115173007","West Midlands",NA,15
"1-113866527","West Midlands","2010-10-01",30
"1-113866527","West Midlands","2010-12-13",30
"1-113866527","West Midlands",NA,30
"1-113866527","West Midlands",NA,30
"1-122128185","West Midlands","2010-10-01",30
"1-122128185","West Midlands","2011-01-26",30
"1-122128185","West Midlands",NA,30
"1-122128185","West Midlands",NA,30
"1-122182317","West Midlands","2010-10-01",5
"1-122182317","West Midlands","2010-12-15",5
"1-122182317","West Midlands","2015-04-01",5
"1-122182317","West Midlands","2015-04-01",5
"1-1935889079","West Midlands","2015-04-01",5
"1-1935889079","West Midlands","2015-04-01",5
"1-1935889079","West Midlands",NA,5
"1-1935889079","West Midlands",NA,5
"1-120264735","West Midlands","2010-10-01",30
"1-120264735","West Midlands","2010-12-17",30
"1-120264735","West Midlands","2015-09-12",30
"1-120264735","West Midlands",NA,30
"1-119186066","West Midlands","2010-10-01",10
"1-119186066","West Midlands","2011-03-02",10
"1-119186066","West Midlands","2011-07-04",10
"1-119186066","West Midlands",NA,10
"1-113398333","West Midlands","2010-10-01",10
"1-113398333","West Midlands","2011-01-14",10
"1-113398333","West Midlands",NA,10
"1-113398333","West Midlands",NA,10
"1-124396200","West Midlands","2010-10-01",25
"1-124396200","West Midlands","2011-01-10",25
"1-124396200","West Midlands",NA,25
"1-124396200","West Midlands",NA,25
"1-136725995","West Midlands","2010-10-01",30
"1-136725995","West Midlands","2010-11-04",30
"1-136725995","West Midlands","2012-02-08",30
"1-136725995","West Midlands","2012-02-22",30
"1-352564089","West Midlands","2012-01-04",30
"1-352564089","West Midlands","2012-01-04",30
"1-352564089","West Midlands","2016-09-09",30
"1-352564089","West Midlands",NA,30
"1-118565717","West Midlands","2010-10-01",35
"1-118565717","West Midlands","2010-12-06",35
"1-118565717","West Midlands",NA,35
"1-118565717","West Midlands",NA,35
"1-149394239","West Midlands","2010-12-03",35
"1-149394239","West Midlands","2010-12-03",35
"1-149394239","West Midlands",NA,35
"1-149394239","West Midlands",NA,35
"1-120814501","West Midlands","2010-10-01",10
"1-120814501","West Midlands","2011-01-24",10
"1-120814501","West Midlands",NA,10
"1-120814501","West Midlands",NA,10
"1-476877271","West Midlands","2010-10-01",5
"1-476877271","West Midlands","2012-09-20",5
"1-476877271","West Midlands",NA,5
"1-476877271","West Midlands",NA,5
"1-125587087","West Midlands","2010-10-01",10
"1-125587087","West Midlands","2010-11-26",10
"1-125587087","West Midlands",NA,10
"1-125587087","West Midlands",NA,10
"1-304923242","West Midlands","2010-10-01",30
"1-304923242","West Midlands","2011-11-24",30
"1-304923242","West Midlands",NA,30
"1-304923242","West Midlands",NA,30
"1-125559892","West Midlands","2010-10-01",30
"1-125559892","West Midlands","2011-01-19",30
"1-125559892","West Midlands",NA,30
"1-125559892","West Midlands",NA,30
"1-125559908","West Midlands","2010-10-01",30
"1-125559908","West Midlands","2011-01-19",30
"1-125559908","West Midlands",NA,30
"1-125559908","West Midlands",NA,30
"1-2148344202","West Midlands","2010-10-01",20
"1-2148344202","West Midlands","2015-07-24",20
"1-2148344202","West Midlands",NA,20
"1-2148344202","West Midlands",NA,20
"1-136725943","West Midlands","2010-10-01",30
"1-136725943","West Midlands","2010-11-04",30
"1-136725943","West Midlands","2012-02-08",30
"1-136725943","West Midlands","2012-02-22",30
"1-352544906","West Midlands","2012-01-04",25
"1-352544906","West Midlands","2012-01-04",25
"1-352544906","West Midlands","2016-09-09",25
"1-352544906","West Midlands",NA,25
"1-187540626","West Midlands","2010-10-01",80
"1-187540626","West Midlands","2011-02-21",80
"1-187540626","West Midlands",NA,80
"1-187540626","West Midlands",NA,80
"1-114409532","West Midlands","2010-10-01",15
"1-114409532","West Midlands","2011-01-28",15
"1-114409532","West Midlands",NA,15
"1-114409532","West Midlands",NA,15
"1-115230808","West Midlands","2010-10-01",15
"1-115230808","West Midlands","2011-01-18",15
"1-115230808","West Midlands",NA,15
"1-115230808","West Midlands",NA,15
"1-131299442","West Midlands","2010-10-01",0
"1-131299442","West Midlands","2011-01-26",0
"1-131299442","West Midlands","2011-11-18",0
"1-131299442","West Midlands","2011-11-18",0
"1-304727842","West Midlands","2011-01-26",0
"1-304727842","West Midlands","2011-10-18",0
"1-304727842","West Midlands","2011-11-16",0
"1-304727842","West Midlands",NA,0
"1-326347049","West Midlands","2011-11-01",0
"1-326347049","West Midlands","2011-11-01",0
"1-326347049","West Midlands",NA,0
"1-326347049","West Midlands",NA,0
"1-136725817","West Midlands","2010-10-01",5
"1-136725817","West Midlands","2010-11-04",5
"1-136725817","West Midlands","2012-02-08",5
"1-136725817","West Midlands","2012-02-22",5
"1-135454178","West Midlands","2010-10-01",20
"1-135454178","West Midlands","2010-12-09",20
"1-135454178","West Midlands","2011-08-22",20
"1-135454178","West Midlands","2011-09-16",20
"1-289659568","West Midlands","2010-10-01",20
"1-289659568","West Midlands","2011-08-22",20
"1-289659568","West Midlands",NA,20
"1-289659568","West Midlands",NA,20
"1-139226186","West Midlands","2010-10-01",10
"1-139226186","West Midlands","2011-01-18",10
"1-139226186","West Midlands","2013-01-09",10
"1-139226186","West Midlands","2013-01-09",10
"1-1413243529","West Midlands","2014-05-21",0
"1-1413243529","West Midlands","2014-05-21",0
"1-1413243529","West Midlands",NA,0
"1-1413243529","West Midlands",NA,0
"1-572998000","West Midlands","2011-11-30",5
"1-572998000","West Midlands","2013-01-07",5
"1-572998000","West Midlands","2014-06-13",5
"1-572998000","West Midlands","2014-06-13",5
"1-130510621","West Midlands","2010-10-01",50
"1-130510621","West Midlands","2011-01-11",50
"1-130510621","West Midlands",NA,50
"1-130510621","West Midlands",NA,50
"1-114571185","West Midlands","2010-10-01",50
"1-114571185","West Midlands","2011-01-14",50
"1-114571185","West Midlands","2012-05-01",50
"1-114571185","West Midlands","2012-05-01",50
"1-384265348","West Midlands","2012-05-01",55
"1-384265348","West Midlands","2012-05-01",55
"1-384265348","West Midlands",NA,55
"1-384265348","West Midlands",NA,55
"1-146821579","West Midlands","2011-02-17",10
"1-146821579","West Midlands","2011-02-17",10
"1-146821579","West Midlands",NA,10
"1-146821579","West Midlands",NA,10
"1-116750357","West Midlands","2010-10-01",25
"1-116750357","West Midlands","2011-02-03",25
"1-116750357","West Midlands","2014-11-13",25
"1-116750357","West Midlands","2014-11-13",25
"1-124396132","West Midlands","2010-10-01",80
"1-124396132","West Midlands","2011-01-10",80
"1-124396132","West Midlands","2015-11-25",80
"1-124396132","West Midlands",NA,80
"1-136725901","West Midlands","2010-10-01",80
"1-136725901","West Midlands","2010-11-04",80
"1-136725901","West Midlands","2012-02-08",80
"1-136725901","West Midlands","2012-02-22",80
"1-352294321","West Midlands","2012-01-04",95
"1-352294321","West Midlands","2012-01-04",95
"1-352294321","West Midlands","2016-09-09",95
"1-352294321","West Midlands",NA,95
"1-655765873","West Midlands","2010-10-01",80
"1-655765873","West Midlands","2013-03-12",80
"1-655765873","West Midlands","2015-01-14",80
"1-655765873","West Midlands",NA,80
"1-136726093","West Midlands","2010-10-01",80
"1-136726093","West Midlands","2010-11-04",80
"1-136726093","West Midlands","2012-02-08",80
"1-136726093","West Midlands","2012-02-22",80
"1-136726107","West Midlands","2010-10-01",80
"1-136726107","West Midlands","2010-11-04",80
"1-136726107","West Midlands","2012-02-08",80
"1-136726107","West Midlands","2012-02-22",80
"1-352614903","West Midlands","2012-01-04",70
"1-352614903","West Midlands","2012-01-04",70
"1-352614903","West Midlands","2016-09-09",70
"1-352614903","West Midlands",NA,70
"1-352614988","West Midlands","2012-01-04",70
"1-352614988","West Midlands","2012-01-04",70
"1-352614988","West Midlands","2016-09-09",70
"1-352614988","West Midlands",NA,70
"1-1459306141","West Midlands","2010-10-01",10
"1-1459306141","West Midlands","2014-06-06",10
"1-1459306141","West Midlands",NA,10
"1-1459306141","West Midlands",NA,10
"1-592699847","West Midlands","2010-10-01",25
